hours_since_cooking,initial_hours_at_room_temp,storage_location,cooling_method,observed_smell,observed_appearance,Spoilage_Index
69,69,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
32,32,Room Temperature,Not Applicable,Normal,Normal/Glossy,2
14,14,Room Temperature,Not Applicable,Normal,Normal/Glossy,2
39,39,Room Temperature,Not Applicable,Stale/Slightly Off,Normal/Glossy,2
31,4,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Normal/Glossy,2
29,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
41,41,Room Temperature,Not Applicable,Normal,Normal/Glossy,2
10,10,Room Temperature,Not Applicable,Stale/Slightly Off,Normal/Glossy,2
9,9,Room Temperature,Not Applicable,Stale/Slightly Off,Dull/Dry,2
4,4,Room Temperature,Not Applicable,Normal,Dull/Dry,2
45,3,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
90,90,Room Temperature,Not Applicable,Foul/Musty,Visible Mold,4
51,2,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
70,70,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
55,3,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
19,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
52,3,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
26,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
34,3,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
4,4,Room Temperature,Not Applicable,Stale/Slightly Off,Normal/Glossy,2
87,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
96,4,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,2
89,1,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
96,2,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
69,1,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
14,1,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
79,1,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
42,4,Refrigerator,Cooled in shallow container,Stale/Slightly Off,Normal/Glossy,2
51,2,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
84,3,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
78,78,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
93,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
33,3,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
29,2,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
31,31,Room Temperature,Not Applicable,Normal,Dull/Dry,2
26,3,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
23,1,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
9,3,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
8,4,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,2
43,3,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
89,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
14,14,Room Temperature,Not Applicable,Normal,Normal/Glossy,2
25,25,Room Temperature,Not Applicable,Stale/Slightly Off,Normal/Glossy,2
46,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
75,1,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
44,3,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
3,3,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
22,3,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
56,1,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
76,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
55,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
91,1,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
43,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
11,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
77,77,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
46,4,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,2
35,2,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
49,3,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
27,27,Room Temperature,Not Applicable,Stale/Slightly Off,Dull/Dry,2
10,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
93,4,Refrigerator,Left to cool in deep pot,Normal,Dull/Dry,2
27,2,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
8,4,Refrigerator,Left to cool in deep pot,Normal,Dull/Dry,2
22,5,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Normal/Glossy,2
56,56,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
8,8,Room Temperature,Not Applicable,Stale/Slightly Off,Normal/Glossy,2
72,72,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
90,90,Room Temperature,Not Applicable,Foul/Musty,Visible Mold,4
39,1,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
83,3,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
68,68,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
66,3,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
66,66,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
87,87,Room Temperature,Not Applicable,Foul/Musty,Visible Mold,4
58,5,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,2
5,5,Room Temperature,Not Applicable,Normal,Normal/Glossy,2
25,25,Room Temperature,Not Applicable,Normal,Normal/Glossy,2
69,5,Refrigerator,Cooled in shallow container,Stale/Slightly Off,Normal/Glossy,2
48,3,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
64,64,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
67,67,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
82,4,Refrigerator,Cooled in shallow container,Stale/Slightly Off,Normal/Glossy,2
62,4,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,2
74,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
2,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
68,68,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
60,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
3,3,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
74,3,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
73,3,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
92,2,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
39,39,Room Temperature,Not Applicable,Normal,Dull/Dry,2
85,1,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
39,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
74,74,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
62,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
74,2,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
50,4,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,2
80,2,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
8,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
76,2,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
3,2,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
9,3,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
49,1,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
10,1,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
46,46,Room Temperature,Not Applicable,Stale/Slightly Off,Normal/Glossy,2
80,1,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
84,2,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
45,45,Room Temperature,Not Applicable,Stale/Slightly Off,Normal/Glossy,2
84,5,Refrigerator,Cooled in shallow container,Stale/Slightly Off,Normal/Glossy,2
77,77,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
38,4,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,2
40,1,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
48,48,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
42,4,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,2
5,5,Room Temperature,Not Applicable,Normal,Normal/Glossy,2
56,56,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
60,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
36,1,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
28,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
62,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
89,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
93,93,Room Temperature,Not Applicable,Foul/Musty,Visible Mold,4
86,86,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
25,1,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
83,4,Refrigerator,Left to cool in deep pot,Normal,Dull/Dry,2
47,2,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
42,42,Room Temperature,Not Applicable,Normal,Normal/Glossy,2
37,5,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,2
86,86,Room Temperature,Not Applicable,Foul/Musty,Visible Mold,4
65,1,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
57,3,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
23,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
34,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
43,1,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
31,3,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
10,5,Refrigerator,Left to cool in deep pot,Normal,Dull/Dry,2
50,50,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
89,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
58,2,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
41,3,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
5,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
25,3,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
95,4,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,2
43,43,Room Temperature,Not Applicable,Normal,Normal/Glossy,2
8,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
36,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
71,1,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
63,4,Refrigerator,Left to cool in deep pot,Normal,Dull/Dry,2
13,2,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
36,36,Room Temperature,Not Applicable,Stale/Slightly Off,Dull/Dry,2
2,0,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
82,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
38,5,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,2
64,64,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
43,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
70,4,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,2
19,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
65,4,Refrigerator,Cooled in shallow container,Stale/Slightly Off,Normal/Glossy,2
20,20,Room Temperature,Not Applicable,Normal,Normal/Glossy,2
11,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
6,5,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,2
14,4,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,2
33,2,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
75,75,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
37,4,Refrigerator,Cooled in shallow container,Normal,Dull/Dry,2
58,5,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Normal/Glossy,2
92,2,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
30,30,Room Temperature,Not Applicable,Normal,Normal/Glossy,2
9,9,Room Temperature,Not Applicable,Normal,Dull/Dry,2
21,3,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
38,38,Room Temperature,Not Applicable,Normal,Normal/Glossy,2
90,90,Room Temperature,Not Applicable,Foul/Musty,Visible Mold,4
21,3,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
76,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
15,15,Room Temperature,Not Applicable,Stale/Slightly Off,Normal/Glossy,2
82,4,Refrigerator,Cooled in shallow container,Stale/Slightly Off,Dull/Dry,2
21,3,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
46,5,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Normal/Glossy,2
61,61,Room Temperature,Not Applicable,Foul/Musty,Slimy/Discolored,3
19,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
77,2,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
34,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
23,1,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
94,2,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
27,27,Room Temperature,Not Applicable,Normal,Normal/Glossy,2
88,88,Room Temperature,Not Applicable,Foul/Musty,Visible Mold,4
85,85,Room Temperature,Not Applicable,Foul/Musty,Visible Mold,4
45,2,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
65,2,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
90,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
55,55,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
20,4,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,2
70,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
69,4,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,2
4,2,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
54,54,Room Temperature,Not Applicable,Normal,Dull/Dry,2
96,96,Room Temperature,Not Applicable,Foul/Musty,Visible Mold,4
4,2,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
31,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
89,1,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
1,0,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
30,5,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,2
32,1,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
39,3,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
86,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
24,24,Room Temperature,Not Applicable,Stale/Slightly Off,Normal/Glossy,2
80,5,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,2
5,2,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
50,3,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
76,5,Refrigerator,Cooled in shallow container,Normal,Dull/Dry,2
45,45,Room Temperature,Not Applicable,Normal,Normal/Glossy,2
83,1,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
5,5,Room Temperature,Not Applicable,Normal,Dull/Dry,2
59,59,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
56,4,Refrigerator,Cooled in shallow container,Normal,Dull/Dry,2
69,2,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
16,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
7,4,Refrigerator,Cooled in shallow container,Stale/Slightly Off,Normal/Glossy,2
7,4,Refrigerator,Left to cool in deep pot,Normal,Dull/Dry,2
38,38,Room Temperature,Not Applicable,Stale/Slightly Off,Normal/Glossy,2
50,50,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
79,79,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
42,42,Room Temperature,Not Applicable,Normal,Dull/Dry,2
64,64,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
71,71,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
87,87,Room Temperature,Not Applicable,Foul/Musty,Visible Mold,4
55,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
81,81,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
49,1,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
90,3,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
51,51,Room Temperature,Not Applicable,Stale/Slightly Off,Normal/Glossy,2
1,0,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
54,54,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
21,5,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Normal/Glossy,2
56,2,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
71,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
69,1,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
70,70,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
7,1,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
46,5,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,2
30,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
67,67,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
22,22,Room Temperature,Not Applicable,Stale/Slightly Off,Dull/Dry,2
21,4,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,2
87,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
82,4,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,2
25,4,Refrigerator,Cooled in shallow container,Normal,Dull/Dry,2
92,1,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
37,37,Room Temperature,Not Applicable,Normal,Normal/Glossy,2
68,4,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,2
75,4,Refrigerator,Cooled in shallow container,Stale/Slightly Off,Normal/Glossy,2
29,29,Room Temperature,Not Applicable,Normal,Normal/Glossy,2
62,3,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
9,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
2,2,Room Temperature,Not Applicable,Normal,Normal/Glossy,0
12,2,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
23,23,Room Temperature,Not Applicable,Normal,Dull/Dry,2
79,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
33,33,Room Temperature,Not Applicable,Normal,Normal/Glossy,2
9,4,Refrigerator,Cooled in shallow container,Normal,Dull/Dry,2
72,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
78,78,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
69,3,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
7,3,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
47,4,Refrigerator,Cooled in shallow container,Stale/Slightly Off,Normal/Glossy,2
20,3,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
75,75,Room Temperature,Not Applicable,Foul/Musty,Visible Mold,4
85,85,Room Temperature,Not Applicable,Foul/Musty,Visible Mold,4
13,1,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
66,66,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
17,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
28,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
20,3,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
37,4,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,2
84,84,Room Temperature,Not Applicable,Foul/Musty,Visible Mold,4
41,3,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
51,3,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
11,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
15,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
20,3,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
75,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
81,4,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,2
20,1,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
37,1,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
39,3,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
32,3,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
17,4,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Normal/Glossy,2
